Date,Customers,Transaction_Volume,CAC,LTV,Is_Historical,LTV_CAC_Ratio,Churn_Rate
2024-01-31,35,120000.0,220.0,450,True,2.0454545454545454,9.0
2024-02-29,42,137096.688855701,218.5,485,True,2.219679633867277,8.92
2024-03-31,49,161368.67852577774,217.0,520,True,2.3963133640552994,8.84
2024-04-30,60,187820.17365360996,215.5,555,True,2.5754060324825985,8.76
2024-05-31,73,217105.00291970882,214.0,590,True,2.7570093457943927,8.68
2024-06-30,89,245189.94891340093,212.5,625,True,2.9411764705882355,8.6
2024-07-31,109,316520.51480219344,211.0,660,True,3.1279620853080567,8.52
2024-08-31,132,406433.1847845611,209.5,695,True,3.3174224343675416,8.44
2024-09-30,160,544877.4675900588,208.0,730,True,3.5096153846153846,8.36
2024-10-31,193,720370.5402883058,206.5,765,True,3.7046004842615012,8.28
2024-11-30,228,957779.5153491504,205.0,800,True,3.902439024390244,8.2
2024-12-31,270,1227337.8581348364,203.5,835,True,4.103194103194103,8.12
2025-01-31,319,1654320.9540501372,202.0,870,True,4.306930693069307,8.04
2025-02-28,390,2213929.7324446435,200.5,905,True,4.513715710723192,7.96
2025-03-31,468,2866737.3284635483,199.0,940,True,4.723618090452261,7.88
2025-04-30,568,3705910.8898850903,197.5,975,True,4.936708860759493,7.8
2025-05-31,706,4791143.592975306,196.0,1010,True,5.153061224489796,7.72
2025-06-30,845,6234700.578123153,194.5,1045,True,5.372750642673521,7.64
2025-07-31,1014,9127601.646372296,193.0,1080,False,5.595854922279793,7.5600000000000005
2025-08-31,1216,11135674.008574203,191.5,1115,False,5.822454308093994,7.48
2025-09-30,1459,13585522.290460527,190.0,1150,False,6.052631578947368,7.4
2025-10-31,1750,16574337.194361843,188.5,1185,False,6.286472148541114,7.32
2025-11-30,2100,20220691.377121445,187.0,1220,False,6.524064171122995,7.24
2025-12-31,2520,24669243.480088163,185.5,1255,False,6.765498652291105,7.16
2026-01-31,3024,30096477.04570756,184.0,1290,False,7.010869565217392,7.08
2026-02-28,3628,36717701.99576322,182.5,1325,False,7.260273972602739,7.0
2026-03-31,4353,44795596.43483113,181.0,1360,False,7.513812154696133,6.92
2026-04-30,5223,54650627.65049397,179.5,1395,False,7.77158774373259,6.84
2026-05-31,6267,66673765.73360264,178.0,1430,False,8.03370786516854,6.76
2026-06-30,7520,81341994.19499522,176.5,1465,False,8.30028328611898,6.68
2026-07-31,9024,99237232.91789418,175.0,1500,False,8.571428571428571,6.6
2026-08-31,10828,121069424.15983088,173.5,1535,False,8.847262247838616,6.52
2026-09-30,12993,147704697.47499368,172.0,1570,False,9.127906976744185,6.4399999999999995
2026-10-31,15591,180199730.91949227,170.5,1605,False,9.413489736070382,6.359999999999999
2026-11-30,18709,219843671.72178057,169.0,1640,False,9.70414201183432,6.279999999999999
2026-12-31,22450,268209279.5005723,167.5,1675,False,10.0,6.199999999999999
2027-01-31,26266,311122764.22066385,166.0,1710,False,10.301204819277109,6.12
2027-02-28,30731,360902406.49597,164.5,1745,False,10.60790273556231,6.04
2027-03-31,35955,418646791.5353252,163.0,1780,False,10.920245398773005,5.96
2027-04-30,42067,485630278.1809772,161.5,1815,False,11.238390092879257,5.88
2027-05-31,49218,563331122.6899335,160.0,1850,False,11.5625,5.8
2027-06-30,57585,653464102.3203229,158.5,1885,False,11.892744479495269,5.72
2027-07-31,67374,758018358.6915745,157.0,1920,False,12.229299363057326,5.640000000000001
2027-08-31,78827,879301296.0822263,155.5,1955,False,12.572347266881028,5.5600000000000005
2027-09-30,92227,1019989503.4553825,154.0,1990,False,12.922077922077921,5.48
2027-10-31,107905,1183187824.0082436,152.5,2025,False,13.278688524590164,5.4
2027-11-30,126248,1372497875.8495624,151.0,2060,False,13.642384105960264,5.32
2027-12-31,147710,1592097535.9854922,149.5,2095,False,14.013377926421406,5.24
2028-01-31,172820,1846833141.743171,148.0,2130,False,14.391891891891891,5.16
2028-02-29,202199,2142326444.4220784,146.5,2165,False,14.77815699658703,5.08
2028-03-31,236572,2485098675.5296106,145.0,2200,False,15.172413793103448,5.0
2028-04-30,276789,2882714463.6143484,143.5,2235,False,15.574912891986063,4.92
2028-05-31,323843,3343948777.7926435,142.0,2270,False,15.985915492957746,4.84
2028-06-30,378896,3878980582.239466,140.5,2305,False,16.405693950177938,4.76
2028-07-31,431941,4344458252.108203,139.0,2340,False,16.834532374100718,4.68
2028-08-31,492412,4865793242.361188,137.5,2375,False,17.272727272727273,4.6
2028-09-30,561349,5449688431.4445305,136.0,2410,False,17.720588235294116,4.52
2028-10-31,639937,6103651043.217875,134.5,2445,False,18.178438661710036,4.4399999999999995
2028-11-30,729528,6836089168.40402,133.0,2480,False,18.646616541353385,4.36
2028-12-31,831661,7656419868.612503,131.5,2515,False,19.125475285171103,4.28
2029-01-31,948093,8575190252.8460045,130.0,2550,False,19.615384615384617,4.2
2029-02-28,1080826,9604213083.187527,128.5,2585,False,20.116731517509727,4.12
2029-03-31,1232141,10756718653.17003,127.0,2620,False,20.62992125984252,4.04
2029-04-30,1404640,12047524891.550436,125.5,2655,False,21.155378486055778,3.96
2029-05-31,1601289,13493227878.53649,124.0,2690,False,21.693548387096776,3.88
2029-06-30,1825469,15112415223.960869,122.5,2725,False,22.244897959183675,3.8
2029-07-31,2081034,16925905050.836174,121.0,2760,False,22.8099173553719,3.7199999999999998
2029-08-31,2372378,18957013656.936516,119.5,2795,False,23.389121338912133,3.6399999999999997
2029-09-30,2704510,21231855295.7689,118.0,2830,False,23.983050847457626,3.5599999999999996
2029-10-31,3083141,23779677931.26117,116.5,2865,False,24.59227467811159,3.4799999999999995
2029-11-30,3514780,26633239283.012512,115.0,2900,False,25.217391304347824,3.3999999999999995
2029-12-31,4006849,29829227996.974014,113.5,2935,False,25.859030837004404,3.3200000000000003
2030-01-31,4567807,33408735356.6109,112.0,2970,False,26.517857142857142,3.24
2030-02-28,5203645,37384374864.0476,110.5,3005,False,27.194570135746606,3.16
2030-03-31,5923829,41795731098.00521,109.0,3040,False,27.889908256880734,3.08
2030-04-30,6738947,46685831636.47182,107.5,3075,False,28.6046511627907,3.0
2030-05-31,7660834,52101388106.30256,106.0,3110,False,29.339622641509433,2.92
2030-06-30,8702707,58093047738.52735,104.5,3145,False,30.095693779904305,2.84
2030-07-31,9879312,64715655180.71947,103.0,3180,False,30.87378640776699,2.76
2030-08-31,11207091,72028524216.14076,101.5,3215,False,31.67487684729064,2.6799999999999997
2030-09-30,12704358,80095718928.34853,100.0,3250,False,32.5,2.5999999999999996
2030-10-31,14391496,88986343729.39522,98.5,3285,False,33.3502538071066,2.5199999999999996
2030-11-30,16291173,98774841539.62871,97.0,3320,False,34.22680412371134,2.4399999999999995
2030-12-31,18428574,109541299267.44823,95.5,3355,False,35.13089005235602,2.3599999999999994
2031-01-31,20831660,121371759588.33264,94.0,3390,False,36.06382978723404,2.2800000000000002
2031-02-28,23531443,134358537864.28423,92.5,3425,False,37.027027027027025,2.2
2031-03-31,26562292,148600542877.89838,91.0,3460,False,38.02197802197802,2.12
2031-04-30,29962265,164203599880.0777,89.5,3495,False,39.05027932960894,2.04
2031-05-31,33773465,181280774267.6058,88.0,3530,False,40.11363636363637,1.96
2031-06-30,38042430,199952694017.1692,86.5,3565,False,41.213872832369944,1.88
2031-07-31,42820559,220347868806.92047,85.0,3600,False,42.35294117647059,1.7999999999999998
2031-08-31,48164564,242603003556.41943,83.5,3635,False,43.532934131736525,1.7199999999999998
2031-09-30,54136969,266863303912.0614,82.0,3670,False,44.75609756097561,1.6399999999999997
2031-10-31,60806643,293282770999.35547,80.5,3705,False,46.024844720496894,1.5599999999999996
2031-11-30,68249376,322024482557.29236,79.0,3740,False,47.34177215189873,1.5
2031-12-31,76548500,353260857365.3497,77.5,3775,False,48.70967741935484,1.5
2032-01-31,85795558,387173899672.4233,76.0,3810,False,50.13157894736842,1.5
2032-02-29,96091024,423955420141.30347,74.5,3845,False,51.61073825503356,1.5
2032-03-31,107545074,463807229634.58606,73.0,3880,False,53.15068493150685,1.5
2032-04-30,120278410,506941301990.60254,71.5,3915,False,54.75524475524475,1.5
2032-05-31,134423151,553579901773.738,70.0,3950,False,56.42857142857143,1.5
2032-06-30,150123775,603955672835.1481,68.5,3985,False,58.175182481751825,1.5
2032-07-31,167538132,658311683390.3115,67.0,4020,False,60.0,1.5
2032-08-31,186838524,716901423212.0492,65.5,4055,False,61.908396946564885,1.5
2032-09-30,208212851,779988748454.7096,64.0,4090,False,63.90625,1.5
2032-10-31,231865830,847847769570.2693,62.5,4125,False,66.0,1.5
2032-11-30,258020295,920762677753.3125,61.0,4160,False,68.19672131147541,1.5
2032-12-31,286918568,999027505362.344,59.5,4195,False,70.50420168067227,1.5
2033-01-31,318823912,1082945815812.781,58.0,4230,False,72.93103448275862,1.5
2033-02-28,354022071,1172830318525.2417,56.5,4265,False,75.48672566371681,1.5
2033-03-31,392822889,1269002404644.3115,55.0,4300,False,78.18181818181819,1.5
2033-04-30,435562019,1371791599420.5007,53.5,4335,False,81.02803738317758,1.5
2033-05-31,482602717,1481534927374.141,52.0,4370,False,84.03846153846153,1.5
2033-06-30,534337728,1598576186636.6982,50.5,4405,False,87.22772277227723,1.5
2033-07-31,591191262,1723265129194.3608,49.0,4440,False,90.61224489795919,1.5
2033-08-31,653621059,1855956544142.3264,47.5,4475,False,94.21052631578948,1.5
2033-09-30,722120545,1997009241497.1433,46.0,4500,False,97.82608695652173,1.5
2033-10-31,797221081,2146784934609.429,45.0,4500,False,100.0,1.5
2033-11-30,879494296,2305647019770.527,45.0,4500,False,100.0,1.5
2033-12-31,969554511,2473959252213.775,45.0,4500,False,100.0,1.5
